"race_no","going","rating","winning_odds","actual_weight","on_date_weight","draw","race_class","distance","course","race_location","track","raceday","racemonth","raceyear","finish_time","predtime"
5,"GF",62,99,118,1100,13,"3",1800,"A","ST","Turf",26,4,2015,109.81,106.592507387979
6,"WF",60,29,115,1087,14,"3",1650,"-","ST","AWT",9,5,2015,100.26,100.918104190703
5,"GD",58,8.1,132,1093,8,"4",1650,"-","ST","AWT",27,5,2015,100.63,101.380230716365
2,"GF",56,82,129,1088,12,"4",1650,"A","HV","Turf",3,6,2015,100.34,100.698023747457
5,"G",57,7.2,130,1084,12,"4",1650,"C+3","HV","Turf",24,6,2015,101.25,102.538366876513
7,"GF",57,10,130,1093,11,"4",1650,"A","HV","Turf",8,7,2015,101.23,101.7043238848
3,"G",57,2.5,130,1094,1,"4",1650,"B","HV","Turf",16,9,2015,101.94,101.159576374869
3,"GY",58,5.4,131,1097,10,"4",1650,"A","HV","Turf",7,10,2015,102.46,101.408835946647
6,"GF",58,99,133,1103,11,"4",1800,"A","ST","Turf",25,10,2015,110.7,107.178693816666
4,"GD",56,11,128,1111,5,"4",1800,"-","ST","AWT",18,11,2015,108.92,107.724082221229
6,"GD",54,54,126,1113,9,"4",1650,"-","ST","AWT",6,12,2015,101.6,101.167436231699
5,"GD",52,37,126,1117,11,"4",1650,"-","ST","AWT",9,1,2016,100.38,101.214094017577
4,"WS",49,42,122,1116,3,"4",1800,"-","ST","AWT",24,1,2016,112.22,107.938085565255
4,"G",46,20,121,1120,3,"4",1650,"B","HV","Turf",17,2,2016,101.02,102.420155575186
5,"G",65,37,118,1171,5,"3",1800,"A","HV","Turf",7,1,2015,111.39,107.14063170747
6,"FT",65,99,116,1165,12,"3",1800,"-","ST","AWT",25,1,2015,109.08,107.686299456959
6,"G",65,99,118,1164,9,"3",1650,"B","HV","Turf",11,3,2015,102.34,101.356470968573
9,"GF",64,97,117,1152,1,"3",1800,"A","HV","Turf",1,4,2015,110.55,107.09744723373
9,"GF",62,99,111,1141,8,"3",1600,"C+3","ST","Turf",19,4,2015,95.62,97.6011180649969
5,"GF",60,9.4,133,1138,6,"4",2200,"C+3","HV","Turf",29,4,2015,136.93,130.666762852021
8,"G",61,99,113,1144,10,"3",1800,"C","ST","Turf",16,5,2015,109.1,107.611443077269
7,"GD",61,99,113,1143,8,"3",1650,"-","ST","AWT",27,5,2015,101.38,100.435769356181
3,"GF",59,3.9,133,1140,7,"4",2200,"B","HV","Turf",10,6,2015,139.49,128.327323719914
3,"G",58,14,131,1127,7,"4",1800,"C","HV","Turf",23,9,2015,112.87,107.450784257773
4,"G",57,56,133,1134,8,"4",1800,"B","HV","Turf",14,10,2015,112.34,107.692536616321
5,"G",55,99,127,1149,5,"4",1600,"C","ST","Turf",29,11,2015,97.68,98.756042560838
4,"G",53,19,131,1154,4,"4",2200,"B","HV","Turf",16,12,2015,140.09,130.315608332602
7,"G",71,39,125,1114,9,"3",1200,"A","HV","Turf",7,1,2015,71.03,70.7087303170018
9,"GF",71,33,124,1106,6,"3",1200,"B+2","ST","Turf",25,1,2015,69.63,71.7192535367726
6,"G",70,13,123,1096,5,"3",1200,"A+3","ST","Turf",21,2,2015,70.21,70.8152213754853
6,"G",68,14,125,1097,14,"3",1200,"A","ST","Turf",15,3,2015,70.65,70.9179139640661
5,"G",66,16,123,1086,7,"3",1200,"A+3","ST","Turf",29,3,2015,70.27,70.7833019032895
7,"Y",64,20,121,1085,7,"3",1200,"C","ST","Turf",21,6,2015,71.65,70.5082354380826
4,"GF",62,18,117,1084,6,"3",1200,"A","HV","Turf",8,7,2015,70.78,70.469268610375
3,"GF",58,12,131,1110,7,"4",1200,"C","ST","Turf",13,9,2015,70.31,70.4852483936839
4,"G",58,22,132,1107,12,"4",1200,"A+3","ST","Turf",1,10,2015,70.55,71.5099760537716
2,"G",57,8.6,130,1126,9,"4",1200,"C+3","HV","Turf",22,10,2015,71.79,70.1754585872728
2,"G",59,3.3,133,1112,6,"4",1200,"B","HV","Turf",11,11,2015,71.23,70.7043657226913
2,"GY",59,6.1,132,1114,4,"4",1200,"A","HV","Turf",9,12,2015,71.96,70.8743801944152
5,"G",57,4.6,130,1111,4,"4",1200,"C","HV","Turf",23,12,2015,71.07,71.383879961425
4,"GY",57,17,130,1105,9,"4",1200,"C","HV","Turf",20,1,2016,71.74,71.8664248070978
4,"G",57,9.5,132,1115,12,"4",1650,"B","HV","Turf",17,2,2016,107.54,102.306168722019
4,"GY",57,20,131,1116,7,"4",1650,"A","HV","Turf",9,3,2016,102.93,102.451868476167
1,"G",55,19,128,1110,14,"4",1400,"B+2","ST","Turf",3,4,2016,83.01,81.7498186470752
4,"G",53,27,128,1115,10,"4",1200,"C","HV","Turf",27,4,2016,70.51,71.8643042528776
5,"GY",51,15,124,1120,8,"4",1200,"B","HV","Turf",7,9,2016,71.24,71.477783479219
6,"GF",67,21,119,1050,4,"3",1650,"B","HV","Turf",11,2,2015,100.96,101.729665829963
4,"G",69,3.5,120,1057,6,"3",1650,"B","HV","Turf",11,3,2015,101.74,101.807894209903
7,"GF",71,7.3,123,1058,1,"3",1650,"A","HV","Turf",1,4,2015,100.24,101.381884568063
8,"GF",77,17,128,1067,5,"3",1650,"C+3","HV","Turf",29,4,2015,101.04,101.792274424616
8,"GF",77,18,128,1068,5,"3",1650,"B","HV","Turf",13,5,2015,101.34,101.473046621419
8,"G",77,37,125,1080,3,"3",1650,"C+3","HV","Turf",24,6,2015,101.05,101.568050197788
6,"G",77,18,129,1063,3,"3",1650,"B","HV","Turf",14,10,2015,101.16,101.642278907817
7,"G",77,13,129,1069,1,"3",1650,"A","HV","Turf",1,11,2015,101.65,101.311501505913
8,"Y",75,17,130,1066,3,"3",1650,"A","HV","Turf",9,12,2015,101.58,102.236615417575
6,"G",73,10,128,1055,2,"3",1200,"B","HV","Turf",13,1,2016,71.24,70.8034852200647
6,"G",73,18,126,1058,12,"3",1650,"B","HV","Turf",17,2,2016,101.23,101.861647671959
8,"GY",75,14,126,1064,10,"3",1650,"A","HV","Turf",9,3,2016,102.37,102.026894139433
6,"G",75,34,127,1062,12,"3",1650,"C+3","HV","Turf",31,3,2016,100.4,102.223830956296
7,"G",73,36,124,1059,8,"3",1650,"B","HV","Turf",20,4,2016,101.07,101.828658763867
6,"G",71,17,124,1070,5,"3",1650,"B","HV","Turf",18,5,2016,100.32,101.823753195158
6,"GF",69,20,120,1063,3,"3",1200,"B","HV","Turf",15,6,2016,70.51,70.6629419953711
9,"GF",77,3.9,131,1113,2,"3",1400,"C+3","ST","Turf",4,1,2015,83.04,82.150028391774
9,"GF",77,8.2,132,1108,8,"3",1400,"A+3","ST","Turf",18,1,2015,82.23,82.2516200084872
11,"G",79,20,126,1098,7,"3",1400,"A+3","ST","Turf",21,2,2015,83.19,82.7714505357276
10,"G",79,21,133,1098,11,"3",1400,"C+3","ST","Turf",21,3,2015,82.43,82.6957157040221
10,"GF",78,21,133,1089,11,"3",1400,"C+3","ST","Turf",19,4,2015,82.98,82.5369366582058
10,"Y",76,24,116,1087,7,"2",1400,"B+2","ST","Turf",9,5,2015,83.81,83.1358538175799
9,"GF",75,25,130,1083,14,"3",1400,"A+3","ST","Turf",7,6,2015,81.63,82.3653712537368
9,"GY",76,11,133,1102,12,"3",1000,"B+2","ST","Turf",4,10,2015,57.56,64.7087692265976
10,"G",83,18,115,1106,7,"2",1200,"A","HV","Turf",1,11,2015,70.83,71.0195341803399
9,"GD",83,36,118,1108,6,"2",1200,"-","ST","AWT",6,12,2015,69.46,70.7075837970092
10,"GD",83,65,112,1112,8,"2",1650,"-","ST","AWT",19,12,2015,100.57,99.4347862617267
10,"G",82,43,123,1118,13,"2",1400,"B+2","ST","Turf",6,2,2016,82.86,82.5546021563222
9,"G",81,80,115,1114,2,"2",1400,"A","ST","Turf",21,2,2016,83.25,82.2372251873596
7,"GD",90,6.8,114,1132,4,"1",1200,"-","ST","AWT",10,1,2015,68.74,70.3349599872629
6,"G",88,8.9,117,1129,11,"2",1200,"C","HV","Turf",21,1,2015,69.89,70.6362395716508
9,"G",86,20,120,1135,2,"2",1200,"A+3","ST","Turf",21,2,2015,69.5,70.9061963542032
9,"G",84,5.7,120,1125,2,"2",1200,"B","HV","Turf",11,3,2015,70.01,70.5978254068183
7,"FT",84,5.6,132,1125,4,"3",1200,"-","ST","AWT",25,3,2015,67.89,70.4209293675403
8,"GF",84,6.4,121,1121,4,"2",1200,"C","HV","Turf",22,4,2015,70.26,70.710772657724
8,"GF",84,27,111,1110,12,"2",1200,"B","HV","Turf",10,6,2015,70.71,70.6158104678702
10,"Y",82,11,116,1116,1,"2",1200,"C","ST","Turf",21,6,2015,70.12,71.2837995817273
9,"GF",88,21,122,1121,8,"2",1200,"A","HV","Turf",8,7,2015,70.18,70.7791680366785
10,"G",88,71,125,1134,13,"2",1200,"A+3","ST","Turf",1,10,2015,70.07,71.5977981742236
10,"GF",88,99,114,1131,14,"2",1400,"A","ST","Turf",25,10,2015,82.89,82.3575526231759
10,"G",87,70,121,1124,2,"2",1200,"B+2","ST","Turf",21,11,2015,70.22,71.7013889453137
9,"GD",85,40,122,1127,9,"2",1200,"-","ST","AWT",6,12,2015,70.06,70.6052836075539
9,"GF",116,19,128,1275,7,"HKG3",1400,"C","ST","Turf",1,1,2015,83.13,81.5270433531393
7,"G",114,99,126,1256,10,"HKG1",1200,"A","ST","Turf",15,2,2015,69.81,72.1876460259341
5,"GD",112,15,128,1227,11,"1",1200,"-","ST","AWT",1,3,2015,68.28,70.4878627578328
4,"G",56,42,131,1095,7,"4",1000,"C","HV","Turf",21,1,2015,58.84,62.3394909036035
4,"GD",56,55,130,1084,11,"4",1200,"-","ST","AWT",7,2,2015,70.78,71.5928647974498
4,"GD",54,92,127,1058,9,"4",1200,"-","ST","AWT",12,4,2015,72.34,71.9632603650028
2,"G",49,99,122,1101,7,"4",1200,"C","HV","Turf",25,11,2015,73.16,70.5507153442907
2,"G",47,99,119,1082,13,"4",1000,"C+3","ST","Turf",19,12,2015,59.73,61.3239101879424
3,"G",44,99,116,1086,9,"4",1000,"B+2","ST","Turf",1,1,2016,59.91,63.4083115298669
1,"GY",40,99,108,1079,6,"4",1000,"C+3","ST","Turf",17,1,2016,57.71,62.5516725101552
1,"G",37,71,125,1092,7,"5",1000,"A+3","ST","Turf",31,1,2016,59.1,66.2566620022701
1,"G",35,4.1,128,1079,9,"5",1000,"B","HV","Turf",17,2,2016,58.48,61.8422063260918
1,"G",37,3.3,130,1092,6,"5",1000,"B","HV","Turf",16,3,2016,57.99,61.8957671264249
1,"GY",37,2.8,130,1091,2,"5",1000,"A","HV","Turf",13,4,2016,58.14,62.4792276684748
1,"G",36,7.4,129,1099,6,"5",1000,"A","HV","Turf",11,5,2016,57.65,62.1442203186167
8,"G",89,24,126,1141,8,"2",1650,"C","HV","Turf",21,1,2015,101.25,101.515239182809
10,"GF",87,15,118,1139,2,"2",1400,"C+3","ST","Turf",7,2,2015,82.1,82.0714862836237
9,"G",85,54,116,1141,2,"2",1650,"C","HV","Turf",25,2,2015,100.6,101.322191260817
7,"FT",84,35,130,1138,3,"3",1200,"-","ST","AWT",25,3,2015,68.4,70.5106658466389
8,"G",83,52,131,1134,12,"3",1200,"C","ST","Turf",12,4,2015,70.14,69.7814549785651
9,"GF",81,49,112,1135,7,"2",1400,"A","ST","Turf",26,4,2015,82.08,81.9636722748925
5,"G",78,8.4,131,1139,7,"3",1650,"B","HV","Turf",16,9,2015,102.83,101.100073809867
6,"G",78,7.5,132,1143,2,"3",1650,"B","HV","Turf",14,10,2015,101.51,101.51832465884
9,"G",76,45,130,1145,3,"3",1800,"B","HV","Turf",11,11,2015,110.92,107.411006488084
11,"GD",74,67,127,1145,13,"3",1650,"-","ST","AWT",6,12,2015,100.46,99.5940086164925
8,"GD",72,21,125,1150,8,"3",1650,"-","ST","AWT",9,1,2016,100.38,100.073741549598
6,"G",70,12,125,1149,3,"3",1650,"A","HV","Turf",3,2,2016,103.62,101.522030503808
9,"G",68,24,120,1138,12,"3",1400,"C+3","ST","Turf",13,3,2016,85.48,82.3347840850339
10,"GF",82,13,120,1130,12,"2",1400,"B+2","ST","Turf",25,1,2015,82.13,82.0754129691338
6,"GF",82,8.3,118,1137,6,"2",1600,"C+3","ST","Turf",8,3,2015,95.9,98.1457474258815
11,"G",82,39,114,1125,7,"2",1600,"C","ST","Turf",12,4,2015,94.78,97.2314066391662
10,"GF",81,99,117,1103,9,"2",1200,"C+3","ST","Turf",16,4,2016,72.67,70.9180326007773
9,"GF",80,99,133,1101,13,"3",1200,"A","ST","Turf",22,5,2016,70.73,71.839603362323
10,"GY",77,99,128,1117,7,"3",1200,"C","ST","Turf",12,6,2016,71.83,71.4618512118673
11,"GF",74,99,127,1106,5,"3",1400,"A+3","ST","Turf",1,7,2016,84.3,82.990111753662
5,"GD",49,10,120,1165,7,"4",1200,"-","ST","AWT",4,1,2015,69.73,71.3663355959
5,"G",49,47,122,1166,5,"4S",1650,"B","HV","Turf",14,1,2015,103.07,102.027999444433
2,"G",49,8.9,120,1167,9,"4",1000,"C","HV","Turf",25,2,2015,57.87,60.6864189311704
2,"G",50,5.3,124,1160,4,"4",1000,"B","HV","Turf",11,3,2015,58.39,60.3439291870655
2,"GF",50,6.9,123,1167,8,"4",1000,"B","HV","Turf",13,5,2015,57.69,60.3938224815101
2,"GY",49,10,121,1163,2,"4",1200,"C","HV","Turf",20,5,2015,71.56,70.8665214394985
9,"GF",75,20,130,1203,2,"3",1400,"A+3","ST","Turf",18,1,2015,82.61,82.1777480901861
10,"GF",73,48,126,1219,8,"3",1200,"A+3","ST","Turf",3,5,2015,69.74,72.1016193616995
5,"G",71,8,126,1218,2,"3",1200,"C","ST","Turf",16,5,2015,69.26,70.0292979073573
4,"GF",71,5.5,128,1216,7,"3S",1400,"A+3","ST","Turf",7,6,2015,82.34,81.6971231671306
6,"G",69,7,123,1197,3,"3S",1650,"C+3","HV","Turf",24,6,2015,101.34,101.699777691609
8,"GF",70,12,123,1202,7,"3",1800,"A","HV","Turf",8,7,2015,111.64,106.989701907419
8,"G",68,17,122,1197,3,"3",1400,"A+3","ST","Turf",1,10,2015,83,81.6318470954601
6,"G",68,28,122,1198,10,"3",1650,"B","HV","Turf",14,10,2015,100.94,101.508378055339
7,"G",69,31,123,1211,12,"3",1650,"A","HV","Turf",1,11,2015,102.59,101.33006472935
8,"G",69,16,123,1210,7,"3",1650,"C","HV","Turf",25,11,2015,103.6,101.33367734176
6,"GY",67,11,122,1210,2,"3",1650,"C","HV","Turf",20,1,2016,101.82,101.699725818647
9,"G",65,46,119,1218,1,"3",1400,"C+3","ST","Turf",14,2,2016,82.92,82.5940071412966
5,"G",63,9.1,107,1221,2,"3",1200,"B","HV","Turf",16,3,2016,69.74,70.5198519960511
5,"G",69,11,125,1230,7,"3",1200,"C+3","HV","Turf",1,6,2016,70.11,70.2532231416019
7,"GF",69,8.7,117,1212,8,"3",1200,"C","HV","Turf",21,9,2016,71.02,70.6921196275761
8,"GF",64,99,119,1192,9,"3",1200,"C","ST","Turf",1,2,2015,70.17,69.9011717951532
8,"G",64,99,111,1193,5,"3",1400,"A","ST","Turf",15,2,2015,83.21,81.7499188444818
7,"GD",63,99,109,1189,12,"3",1200,"-","ST","AWT",8,3,2015,69.74,70.7929045759546
8,"G",61,49,113,1185,1,"3",1200,"A+3","ST","Turf",29,3,2015,70.01,70.8665377496299
2,"GF",59,3.8,133,1183,1,"4",1200,"C","HV","Turf",22,4,2015,70.17,70.489219450111
2,"GY",59,20,133,1198,10,"4",1200,"C","HV","Turf",20,5,2015,71.91,70.8662003747205
3,"GF",57,7.5,130,1190,2,"4",1400,"A+3","ST","Turf",7,6,2015,82.74,81.7655622661475
4,"GF",57,16,129,1199,9,"4",1400,"A+3","ST","Turf",5,7,2015,83.53,82.3023927708772
2,"G",55,11,128,1207,5,"4",1200,"A","HV","Turf",9,9,2015,71.12,70.6005241409819
4,"G",55,8.5,128,1208,9,"4",1200,"C","HV","Turf",23,9,2015,71.64,71.3040140084949
4,"G",54,9.7,117,1223,4,"4",1650,"C+3","HV","Turf",22,10,2015,103.89,102.259246496631
5,"G",53,57,127,1216,11,"4",1200,"C+3","HV","Turf",2,12,2015,72.12,71.4348737491607
6,"G",51,39,125,1213,6,"4",1650,"B","HV","Turf",16,12,2015,103.24,102.289158652869
1,"G",49,72,122,1220,9,"4",1200,"C","HV","Turf",20,1,2016,72.19,70.5812807567604
4,"G",47,93,113,1216,13,"4",1400,"A","ST","Turf",21,2,2016,85.09,83.3000012251729
3,"G",45,32,118,1191,2,"4",1200,"B","HV","Turf",16,3,2016,70.39,71.4147139840981
4,"G",52,23,127,1184,9,"4",1200,"C","HV","Turf",27,4,2016,70.94,71.8385015875755
1,"GF",52,48,123,1190,11,"4",1200,"C","HV","Turf",22,6,2016,71.29,70.2235749760145
6,"GF",57,26,128,1110,7,"4",1600,"C","ST","Turf",1,1,2015,96.48,98.6869416414268
3,"G",55,5.6,126,1121,3,"4",1650,"C","HV","Turf",21,1,2015,101.48,101.577488665281
2,"GF",53,4.4,126,1136,6,"4",1650,"B","HV","Turf",11,2,2015,100.78,101.076647530588
6,"G",53,8.1,126,1114,11,"4",1650,"A","HV","Turf",4,3,2015,101.68,102.258765653252
6,"G",53,14,126,1108,14,"4",1600,"A+3","ST","Turf",29,3,2015,96.95,98.8826081095302
6,"GF",60,27,133,1049,12,"4",1400,"A+3","ST","Turf",18,1,2015,83.2,83.328614183233
8,"G",85,6.4,133,1101,6,"3",1650,"A","HV","Turf",7,1,2015,101.05,101.469913907607
10,"GF",87,50,130,1106,11,"2",1600,"C","ST","Turf",1,2,2015,95.98,97.1596499791204
9,"G",87,12,120,1110,7,"2",1650,"C","HV","Turf",25,2,2015,100.9,101.197881476267
5,"GF",85,26,122,1099,10,"2",1650,"A","HV","Turf",1,4,2015,101,101.815627209377
5,"GF",83,39,104,1093,3,"2",2200,"C+3","ST","Turf",19,4,2015,136.65,128.307741488688
8,"GD",81,28,106,1103,8,"2",1800,"-","ST","AWT",27,5,2015,108.94,107.042135939014
6,"G",79,26,133,1102,11,"3S",1650,"C+3","HV","Turf",24,6,2015,101.46,102.092525476414
8,"GY",77,38,130,1094,11,"3",1650,"A","HV","Turf",7,10,2015,102.04,101.782408253529
7,"G",77,10,133,1099,7,"3",1650,"C+3","HV","Turf",22,10,2015,102.25,101.367387805465
9,"G",75,16,129,1088,6,"3",1650,"A","HV","Turf",1,11,2015,102.2,101.314402619472
5,"G",73,78,129,1106,4,"3",1800,"B+2","ST","Turf",21,11,2015,110.3,106.274698291701
6,"G",70,38,125,1120,7,"3",1650,"A","HV","Turf",3,2,2016,101.7,101.854586788033
7,"G",72,8.3,120,1122,2,"3",1650,"C","HV","Turf",24,2,2016,100.62,101.571977562809
6,"G",72,8.2,126,1114,7,"3",1650,"C+3","HV","Turf",31,3,2016,100.91,102.10041484642
6,"G",112,15,124,1117,9,"HKG3",1800,"A","HV","Turf",7,1,2015,109.77,110.303175503132
7,"GF",110,46,123,1135,4,"HKG2",1600,"B+2","ST","Turf",7,4,2015,94.59,97.9614504734063
8,"Y",108,42,128,1128,9,"HKG3",2400,"B+2","ST","Turf",9,5,2015,154.26,129.943616838612
11,"Y",106,93,117,1131,10,"1",1600,"C+3","ST","Turf",24,5,2015,96.47,98.024131533411
7,"GF",104,8.2,120,1125,5,"1",1800,"C","HV","Turf",17,6,2015,108.3,107.192707888802
9,"GF",112,79,131,1112,11,"1",1600,"B+2","ST","Turf",12,7,2015,94.35,97.0699152401697
9,"GF",112,99,131,1137,7,"1",1400,"C","ST","Turf",13,9,2015,82.48,82.1796069428625
9,"G",112,99,120,1123,14,"HKG3",1400,"A+3","ST","Turf",1,10,2015,82.69,82.1389416999752
8,"GF",111,99,117,1135,2,"HKG2",1600,"A","ST","Turf",25,10,2015,94.73,97.6949582887291
6,"GD",109,99,127,1134,5,"1",1650,"-","ST","AWT",18,11,2015,97.22,100.305644231947
7,"G",107,4.4,122,1132,4,"HKG3",1800,"A","HV","Turf",6,1,2016,110.08,109.979766841674
6,"GF",57,3.1,130,1179,10,"4",1600,"A","ST","Turf",10,1,2015,96.82,98.2368238380418
6,"G",57,8.4,132,1179,8,"4",1650,"A","HV","Turf",4,2,2015,101.84,102.107099378653
6,"G",57,3,130,1166,6,"4",1600,"A+3","ST","Turf",29,3,2015,96.38,98.6411670758735
3,"GF",57,10,130,1149,7,"4",1600,"A","ST","Turf",26,4,2015,96.1,97.3643797606923
6,"G",56,9.3,129,1150,9,"4",1600,"C","ST","Turf",16,5,2015,95.63,98.6372677445853
6,"GF",57,5.4,130,1160,10,"4",1600,"A+3","ST","Turf",7,6,2015,94.87,98.175729641933
11,"GF",64,6.5,115,1148,7,"3",1600,"A","ST","Turf",1,7,2015,95.06,96.9709800968818
8,"GF",71,3.5,125,1144,5,"3",1600,"B+2","ST","Turf",12,7,2015,94.41,97.4542680989391
7,"GF",76,11,131,1166,1,"3",1600,"A","ST","Turf",25,10,2015,96.33,97.5092451896526
10,"G",76,28,129,1166,11,"3",1600,"A+3","ST","Turf",14,11,2015,96.11,97.1361197920004
8,"Y",77,16,132,1180,7,"3",1650,"A","HV","Turf",9,12,2015,102.46,102.171164931588
10,"G",77,21,132,1181,6,"3",1600,"B+2","ST","Turf",1,1,2016,95.59,97.0028642777042
4,"G",76,22,129,1180,8,"3",1600,"B+2","ST","Turf",6,2,2016,95.12,98.0631453680907
11,"G",76,27,129,1172,9,"3",1400,"C","ST","Turf",6,3,2016,82.73,82.7948363792995
8,"G",76,8.6,129,1169,9,"3",1600,"A+3","ST","Turf",28,3,2016,94.98,97.9469202184373
9,"GY",74,12,129,1173,1,"3",1600,"C","ST","Turf",10,4,2016,95.8,97.5585873662389
10,"G",72,25,127,1171,3,"3",1600,"C","ST","Turf",7,5,2016,94.27,97.2308249232603
8,"GF",72,17,125,1182,4,"3",1600,"B+2","ST","Turf",5,6,2016,94.39,97.4910722855579
4,"GF",70,10,124,1174,4,"3",1650,"B","HV","Turf",15,6,2016,101.17,101.39423874296
7,"GF",68,20,121,1177,10,"3",1600,"B+2","ST","Turf",10,7,2016,93.93,97.3809864615215
10,"G",65,30,116,1170,2,"3",1600,"C","ST","Turf",11,9,2016,94.79,96.9924807712759
3,"G",54,99,126,1124,9,"4",1000,"C+3","HV","Turf",28,1,2015,57.9,61.1094915263512
2,"GF",54,38,125,1124,5,"4",1000,"C+3","ST","Turf",7,2,2015,57.68,60.8115611022139
4,"GF",52,21,124,1122,9,"4",1400,"C+3","ST","Turf",8,3,2015,83.54,82.9543053831095
2,"G",50,22,121,1113,7,"4",1200,"C","HV","Turf",18,3,2015,69.88,70.9760770727441
4,"GF",55,20,128,1111,7,"4",1200,"A","HV","Turf",1,4,2015,69.74,71.3199931391893
2,"GF",57,3.5,129,1142,7,"4",1200,"C","HV","Turf",22,4,2015,70.04,70.6140139573693
5,"GF",59,4.5,133,1129,12,"4",1200,"A","HV","Turf",6,5,2015,70.36,71.2937660204877
6,"G",60,15,131,1136,4,"4",1200,"C+3","ST","Turf",24,5,2015,69.66,71.4536752313708
6,"GF",61,5.8,116,1135,6,"3",1200,"B","HV","Turf",10,6,2015,70.15,70.6755817367123
8,"GF",67,25,122,1136,12,"3",1200,"C+3","ST","Turf",27,6,2015,69.79,69.9120439250076
10,"GF",67,53,121,1123,5,"3",1400,"B+2","ST","Turf",12,7,2015,82.86,82.7738500410995
8,"G",67,19,120,1158,9,"3",1200,"C","HV","Turf",23,9,2015,70.82,70.9559435650044
8,"G",67,9.4,120,1157,9,"3",1200,"A","HV","Turf",1,11,2015,71.03,70.8543569690558
7,"G",66,14,119,1164,11,"3",1200,"C","HV","Turf",25,11,2015,70.7,70.8371962836447
8,"G",68,3.1,121,1154,1,"3",1200,"C+3","HV","Turf",2,12,2015,70.75,70.6273132571746
3,"G",75,3.4,130,1163,3,"3",1200,"B","HV","Turf",16,12,2015,70.63,70.7390048329059
8,"G",76,6,132,1165,2,"3",1200,"A","HV","Turf",6,1,2016,71,70.8183961533906
8,"G",76,16,132,1165,4,"3",1200,"B","HV","Turf",13,1,2016,70.84,70.8203378913011
6,"G",76,27,131,1165,4,"3",1650,"A","HV","Turf",3,2,2016,103.04,101.705083211388
7,"G",75,18,125,1175,2,"3",1200,"C+3","HV","Turf",4,5,2016,71.21,70.4115605780978
5,"G",73,26,127,1178,9,"3",1200,"C+3","HV","Turf",1,6,2016,70.48,70.3616321558409
6,"GF",71,46,124,1182,9,"3",1200,"B","HV","Turf",15,6,2016,70.55,70.5360904095532
6,"GF",69,57,124,1178,3,"3",1000,"A+3","ST","Turf",1,7,2016,56.54,62.5779139991325
7,"GF",68,95,121,1186,4,"3",1000,"C+3","ST","Turf",18,9,2016,57.39,61.5274296196661
7,"G",78,24,126,1127,8,"3",1200,"B","HV","Turf",14,1,2015,70.93,70.8541955265397
7,"GF",76,3.6,124,1115,7,"3",1200,"C+3","ST","Turf",7,2,2015,69.07,70.0266591856445
9,"G",84,3.3,120,1114,7,"2",1200,"A+3","ST","Turf",21,2,2015,69.54,71.0262523470039
9,"G",84,14,112,1111,7,"2",1200,"C+3","ST","Turf",21,3,2015,70,70.0422126091942
8,"GF",84,15,116,1105,5,"2",1200,"C","HV","Turf",22,4,2015,70.09,70.8282966526491
10,"Y",84,10,123,1100,11,"2",1200,"C+3","ST","Turf",24,5,2015,71.6,71.1505100455397
8,"GF",83,18,118,1117,1,"2",1200,"C+3","ST","Turf",19,9,2015,69.31,69.7575949433167
7,"GY",83,24,120,1126,8,"2",1200,"A","HV","Turf",7,10,2015,70.67,71.1822414645449
8,"G",82,99,117,1166,5,"2",1200,"C","HV","Turf",23,12,2015,70.69,70.7415867347906
9,"G",80,99,115,1173,10,"2",1200,"A","HV","Turf",3,2,2016,71.23,71.0127650229401
8,"G",78,99,126,1150,6,"3",1200,"C+3","HV","Turf",31,3,2016,70.7,70.9236563171761
9,"GF",76,15,122,1153,9,"3",1400,"C+3","ST","Turf",16,4,2016,83.39,82.113707095751
8,"G",74,99,127,1152,10,"3",1400,"C+3","ST","Turf",14,5,2016,82.64,81.8157591865176
6,"G",72,23,125,1143,1,"3",1200,"B+2","ST","Turf",5,6,2016,70.35,70.7213202496461
8,"GF",70,41,121,1140,3,"3",1200,"A","ST","Turf",26,6,2016,69.75,70.758150316602
6,"G",66,12,119,1120,2,"3",1200,"C","ST","Turf",11,9,2016,70.28,70.0180303485715
1,"GF",29,37,122,964,5,"5",1800,"C","ST","Turf",1,1,2015,109.78,106.47730239424
4,"GF",27,68,120,974,13,"5",1800,"C","ST","Turf",1,2,2015,110.07,107.518045829853
8,"G",87,5.6,124,1150,1,"2",1650,"C","HV","Turf",21,1,2015,99.71,101.441303031498
10,"G",89,16,122,1137,4,"2",1600,"A","ST","Turf",15,2,2015,95.9,97.2133750108768
1,"G",38,7.3,131,1107,10,"5",1800,"B","HV","Turf",14,1,2015,111.52,108.130369807572
1,"GF",36,9.9,130,1107,12,"5",2200,"B","HV","Turf",11,2,2015,138.98,127.613518953577
1,"GF",34,9.6,127,1100,10,"5",2000,"B+2","ST","Turf",1,3,2015,124.41,118.281974814539
1,"GD",32,3.9,125,1103,11,"5",1800,"-","ST","AWT",21,3,2015,108.57,106.970101968859
1,"GF",32,4.2,125,1101,10,"5",2000,"A","ST","Turf",26,4,2015,123.98,118.017537363325
1,"G",32,10,126,1112,10,"5",1800,"A","HV","Turf",6,5,2015,110.02,107.902834604127
1,"GD",38,9.1,133,1106,9,"5",1800,"-","ST","AWT",27,5,2015,109.5,107.213579622425
4,"GF",38,9.8,132,1109,8,"5",2000,"B+2","ST","Turf",14,6,2015,123.11,120.392164373461
