"race_no","going","rating","winning_odds","actual_weight","on_date_weight","draw","race_class","distance","course","race_location","track","raceday","racemonth","raceyear","finish_time","predtime"
2,"G",35,5.2,128,1013,12,"5",1000,"A","HV","Turf",4,2,2015,57.82,64.9979383597633
1,"G",37,2.4,123,1028,4,"5",1200,"C","HV","Turf",25,2,2015,70.18,71.1743031915391
4,"GF",44,3.7,119,1029,3,"4",1200,"A","HV","Turf",1,4,2015,69.68,71.5440240798544
2,"G",49,4,122,1054,8,"4",1200,"B","HV","Turf",16,9,2015,72.29,70.7549779368534
5,"GY",49,9.7,122,1035,12,"4",1200,"A","HV","Turf",7,10,2015,71.48,71.5568919247054
3,"G",49,7.3,122,1038,2,"4",1200,"C+3","HV","Turf",22,10,2015,71.07,70.5488261507093
5,"G",49,10,123,1043,11,"4",1200,"B","HV","Turf",11,11,2015,71.38,71.4524990241948
3,"G",49,6.1,122,1035,4,"4",1200,"B","HV","Turf",13,1,2016,70.82,71.0859774085911
3,"G",51,17,124,1034,12,"4",1000,"A","HV","Turf",3,2,2016,59.54,61.3591693883678
3,"G",51,11,117,1038,11,"4",1000,"A","HV","Turf",9,6,2016,58.35,61.1165675991744
2,"GF",49,12,124,1038,5,"4",1000,"C","HV","Turf",22,6,2016,57.22,60.4472651335736
5,"G",55,14,129,1057,4,"4",1000,"C+3","HV","Turf",28,9,2016,58.11,62.6400065667762
2,"G",50,99,126,1083,5,"4",1000,"B","HV","Turf",11,3,2015,59.27,60.7145222993965
5,"GF",48,99,121,1064,11,"4",1200,"B+2","ST","Turf",9,5,2015,72.17,72.218295344515
2,"GF",46,99,120,1047,4,"4",1200,"C","HV","Turf",17,6,2015,71.77,70.4293538486157
3,"GF",43,99,116,1033,11,"4",1000,"A+3","ST","Turf",5,7,2015,57.96,62.4367938734521
4,"GD",52,99,126,1055,10,"4",1200,"-","ST","AWT",7,2,2015,71.91,71.9277439832375
2,"GF",51,85,125,1061,1,"4",1200,"A","HV","Turf",6,5,2015,72.37,70.6475548317851
2,"GF",48,99,119,1061,1,"4",1000,"A","ST","Turf",31,5,2015,58.98,62.0601143769987
3,"G",48,99,121,1057,6,"4",1200,"A+3","ST","Turf",21,2,2015,71.81,71.3467315583463
3,"GF",45,37,119,1083,11,"4",1650,"C","HV","Turf",22,4,2015,101.22,101.582870816638
3,"GF",43,38,116,1074,2,"4",1650,"A","HV","Turf",6,5,2015,100.98,101.158333641907
5,"GF",44,7,118,1077,9,"4",1650,"C","HV","Turf",17,6,2015,100.77,102.504561714378
7,"GF",44,8,117,1074,4,"4",1650,"A","HV","Turf",8,7,2015,101.94,101.837042268871
4,"G",40,12,133,1072,12,"5",1650,"A","HV","Turf",9,9,2015,104.27,102.667094720616
4,"GD",39,14,132,1076,6,"5",1650,"-","ST","AWT",19,9,2015,101.63,101.628329354692
1,"WS",37,10,130,1061,12,"5",1650,"-","ST","AWT",4,10,2015,102.14,100.55401037515
4,"GF",35,8.7,128,1066,2,"5",1800,"C+3","ST","Turf",18,10,2015,108.94,107.978618468497
3,"G",34,9.8,127,1068,8,"5",1650,"B","HV","Turf",11,11,2015,102.5,103.746998312279
1,"G",32,5.8,127,1078,7,"5",1600,"C","ST","Turf",29,11,2015,96.07,98.2565812605255
2,"G",30,8,126,1084,4,"5",1800,"B+2","ST","Turf",1,1,2016,109.93,107.813888643806
1,"G",27,34,121,1093,12,"5",1650,"A","HV","Turf",3,2,2016,103.5,102.195911220095
1,"GD",25,28,120,1082,10,"5",1650,"-","ST","AWT",14,2,2016,100.33,100.24298498814
4,"G",22,10,115,1106,5,"5",1650,"B","HV","Turf",16,3,2016,102.99,102.970584379576
4,"GY",20,9.5,104,1090,8,"5",1650,"A","HV","Turf",13,4,2016,102.4,103.327014903415
1,"G",19,4.9,106,1101,5,"5",1650,"C+3","HV","Turf",4,5,2016,102.37,103.022019125292
1,"G",20,6.7,113,1117,8,"5",1650,"C+3","HV","Turf",1,6,2016,100.94,103.222716975848
1,"GF",21,6.8,109,1100,12,"5",1800,"B","HV","Turf",15,6,2016,110.36,106.882751033193
2,"G",21,2.2,115,1104,10,"5",1650,"A","HV","Turf",6,7,2016,101.62,102.386205153332
3,"GY",20,5.6,106,1106,10,"5",1650,"B","HV","Turf",7,9,2016,104.01,103.172734953254
1,"GD",20,7.4,106,1101,3,"5",1650,"-","ST","AWT",18,9,2016,100.27,100.063481590341
5,"GF",59,27,133,1158,5,"4",1400,"A","ST","Turf",10,1,2015,83.64,83.1007496481877
3,"GF",57,18,129,1167,13,"4",1400,"C+3","ST","Turf",7,2,2015,83.63,81.7590934955417
5,"G",55,99,128,1167,11,"4",1650,"A","HV","Turf",4,3,2015,103.79,102.107340043261
2,"G",53,8.3,124,1158,1,"4",1200,"C","HV","Turf",18,3,2015,70.01,70.7138107903873
4,"GF",53,23,128,1142,6,"4",1200,"A","HV","Turf",1,4,2015,70.12,71.4880494451968
6,"GF",52,17,126,1150,6,"4",1200,"B","HV","Turf",15,4,2015,70.79,71.6754808339244
5,"GF",50,12,124,1144,7,"4",1200,"A","HV","Turf",6,5,2015,70.32,71.4228490381374
5,"Y",52,9,126,1167,3,"4",1200,"C","HV","Turf",20,5,2015,72.71,72.2473393483253
5,"GF",52,28,125,1164,12,"4",1200,"A","HV","Turf",3,6,2015,71.09,71.6728315983566
2,"GF",50,5.4,124,1162,1,"4",1200,"C","HV","Turf",17,6,2015,70.2,70.4873567402614
2,"G",47,13,120,1156,7,"4",1200,"C+3","HV","Turf",22,10,2015,72.61,70.3295838083378
2,"G",47,9.7,121,1173,5,"4",1200,"B","HV","Turf",11,11,2015,71.13,70.7928659562503
6,"G",45,25,117,1152,5,"4",1650,"B","HV","Turf",16,12,2015,102.77,102.351968394671
5,"G",43,64,117,1174,4,"4",1650,"A","HV","Turf",6,1,2016,101.75,102.177215884179
2,"G",41,70,113,1167,7,"4",1650,"C","HV","Turf",20,1,2016,102.44,100.686426930823
1,"G",39,31,132,1161,13,"5",1400,"B+2","ST","Turf",6,2,2016,83.76,82.562553507729
2,"G",37,21,122,1168,3,"5",1400,"A","ST","Turf",21,2,2016,84.14,83.3647724972365
1,"GY",35,14,128,1161,10,"5",1200,"A","HV","Turf",9,3,2016,71.2,70.9103593314731
2,"G",33,4.8,127,1154,3,"5",1200,"C+3","HV","Turf",31,3,2016,70.74,71.7706680356514
3,"G",39,8.2,133,1151,4,"5",1200,"C","HV","Turf",27,4,2016,70.99,71.9914583375067
1,"G",39,11,133,1155,6,"5",1200,"B","HV","Turf",18,5,2016,70.74,70.6047212203895
1,"G",39,46,127,1183,7,"5",1000,"C","ST","Turf",11,9,2016,58.29,65.2168793475113
4,"G",39,44,132,1168,10,"5",1200,"C+3","HV","Turf",28,9,2016,71.6,73.2520473920365
3,"G",58,14,131,1129,11,"4",1200,"B","HV","Turf",14,1,2015,71.08,70.947047386209
5,"G",63,3,116,1122,3,"3",1200,"A","HV","Turf",4,2,2015,72.89,70.4075268580227
10,"GF",80,6.8,133,1084,12,"3",1200,"C","ST","Turf",1,1,2015,70.28,71.1406534744464
7,"G",78,25,131,1090,9,"3",1200,"B","HV","Turf",14,1,2015,71.41,70.8398680862868
8,"GF",76,20,131,1086,7,"3",1200,"C","ST","Turf",1,2,2015,69.46,70.1198724165889
9,"G",81,24,113,1083,9,"2",1200,"A+3","ST","Turf",21,2,2015,69.89,71.187551125949
9,"G",81,27,114,1082,10,"2",1200,"B","HV","Turf",11,3,2015,71.36,70.7072252778578
6,"GF",81,16,116,1082,2,"2",1200,"A","HV","Turf",1,4,2015,69.6,70.580051713652
8,"G",80,13,128,1075,5,"3",1200,"C","ST","Turf",12,4,2015,69.64,70.0081268968649
10,"GF",79,26,132,1072,9,"3",1200,"A+3","ST","Turf",3,5,2015,72.14,72.0000333301417
4,"GD",77,9.2,130,1068,7,"3",1200,"-","ST","AWT",27,5,2015,68.74,70.5982133942051
9,"WF",79,8.2,133,1058,9,"3",1200,"-","ST","AWT",21,6,2015,68.52,70.8399985226892
11,"FT",79,6.5,132,1062,12,"3",1200,"-","ST","AWT",5,7,2015,68.96,71.0867830650651
7,"GD",78,9.8,133,1072,2,"3",1200,"-","ST","AWT",6,12,2015,69.72,70.594761281671
10,"GF",83,99,114,1094,5,"2",1200,"C+3","ST","Turf",16,4,2016,71.38,70.8273898444582
9,"GY",83,39,124,1089,11,"3",1000,"C","ST","Turf",12,6,2016,56.61,64.2253585960022
3,"FT",43,16,116,1136,6,"4",1200,"-","ST","AWT",25,1,2015,69.16,71.4908027083897
4,"GD",44,2.9,118,1144,4,"4",1200,"-","ST","AWT",7,2,2015,69.35,71.57782826687
2,"GD",44,7.6,117,1134,8,"4",1200,"-","ST","AWT",1,3,2015,69.39,70.9578450110557
2,"G",43,6.5,119,1130,12,"4",1000,"C","ST","Turf",16,5,2015,57.51,61.0807066863998
4,"GD",41,6.7,115,1109,3,"4",1200,"-","ST","AWT",27,6,2015,69.66,71.9167216228619
4,"GD",46,12,109,1114,7,"4",1200,"-","ST","AWT",10,10,2015,69.28,71.537780734119
5,"GD",49,10,112,1130,2,"4",1200,"-","ST","AWT",6,12,2015,70.95,71.5693989142414
3,"G",49,25,116,1131,14,"4",1000,"B+2","ST","Turf",1,1,2016,59.21,62.6723782412653
6,"GD",49,14,122,1110,12,"4",1200,"-","ST","AWT",7,5,2016,70.96,71.3640537928104
2,"GD",47,20,122,1143,4,"4",1200,"-","ST","AWT",19,6,2016,69.13,71.0626983886501
7,"GF",60,9.3,133,1178,7,"4",1200,"C","ST","Turf",1,1,2015,69.76,71.2111864859931
9,"GF",61,9,114,1183,9,"3",1200,"B+2","ST","Turf",25,1,2015,69.5,71.540523871313
6,"G",61,41,114,1192,12,"3",1200,"A+3","ST","Turf",21,2,2015,70.69,70.8690999327055
2,"GF",60,15,123,1181,6,"4",1000,"C+3","ST","Turf",8,3,2015,57.94,60.5522441249295
3,"GF",58,32,131,1179,13,"4",1400,"B+2","ST","Turf",7,4,2015,83.31,81.9502363637494
4,"GF",56,23,129,1173,13,"4",1400,"C+3","ST","Turf",19,4,2015,84.58,82.9101269967129
3,"GF",54,20,122,1162,5,"4",1600,"A","ST","Turf",26,4,2015,96.83,97.264245942777
1,"GF",52,9.3,125,1171,3,"4S",1650,"B","HV","Turf",13,5,2015,99.36,100.133642806854
3,"Y",54,5.1,127,1165,7,"4",1650,"C","HV","Turf",20,5,2015,103.11,101.904158259442
5,"G",59,6.8,130,1163,5,"4",1650,"C+3","HV","Turf",24,6,2015,101.19,102.351958371276
6,"GF",59,33,132,1169,4,"4",1800,"B+2","ST","Turf",12,7,2015,108.85,106.782644772457
6,"GD",59,56,123,1159,9,"4",1200,"-","ST","AWT",13,9,2015,70.35,71.6644669588551
6,"GD",59,16,122,1151,9,"4",1650,"-","ST","AWT",19,9,2015,100.13,100.352121896583
6,"WS",59,27,122,1161,14,"4",1650,"-","ST","AWT",4,10,2015,102.36,100.694173923234
1,"GY",59,4.9,130,1137,5,"4",1650,"A","HV","Turf",7,10,2015,102.14,101.544344358872
5,"Y",58,6.7,132,1161,10,"4",1650,"A","HV","Turf",9,12,2015,103.73,102.819492198827
4,"G",56,31,127,1172,11,"4",1650,"C","HV","Turf",23,12,2015,101.81,102.137788690438
2,"G",54,8.4,128,1160,4,"4",1650,"B","HV","Turf",13,1,2016,102.84,101.421711201069
1,"G",28,5.9,119,1059,6,"5",1200,"C","HV","Turf",21,1,2015,70.5,71.3145566725347
1,"G",26,21,117,1042,3,"5",1000,"C+3","HV","Turf",22,10,2015,59.12,62.6163145803893
1,"G",25,17,117,1062,1,"5",1000,"B","HV","Turf",11,11,2015,58.28,62.8300293328461
1,"G",23,18,117,1059,6,"5",1200,"C","HV","Turf",25,11,2015,72.09,71.2121687324175
1,"G",21,31,112,1065,8,"5",1400,"C+3","ST","Turf",19,12,2015,84.25,82.4662528691132
1,"G",18,93,113,1063,14,"5",1200,"A+3","ST","Turf",27,12,2015,71.22,73.14135374464
2,"G",18,15,112,1089,4,"5",1200,"C","HV","Turf",24,2,2016,71.62,72.0872473092211
2,"G",16,15,113,1067,1,"5",1200,"C+3","HV","Turf",31,3,2016,71.34,72.2107123161326
1,"G",15,45,113,1068,7,"5",1000,"A","HV","Turf",11,5,2016,58.13,63.852190191998
2,"GF",57,5,133,1165,7,"4",1000,"A+3","ST","Turf",18,1,2015,58.44,61.0208185870057
4,"GF",57,4.5,131,1179,1,"4S",1200,"B","HV","Turf",11,2,2015,70.36,71.0923823033078
6,"G",62,31,117,1183,3,"3",1200,"A","ST","Turf",15,3,2015,71.43,70.820499131362
7,"GF",62,17,113,1186,8,"3",1000,"C+3","ST","Turf",19,4,2015,56.59,61.5212986133659
7,"GF",62,19,114,1176,4,"3",1200,"A","HV","Turf",6,5,2015,72.53,70.6006439098392
4,"GD",61,40,114,1182,4,"3",1200,"-","ST","AWT",27,5,2015,76.15,70.654431586973
2,"G",60,11,133,1202,7,"4",1000,"B","ST","Turf",6,9,2015,57.22,61.3113172710418
2,"G",60,9,133,1180,6,"4",1200,"B","HV","Turf",16,9,2015,71.63,70.6133104270891
4,"G",60,3.3,133,1189,3,"4",1200,"C","HV","Turf",23,9,2015,72.18,71.1948871187861
5,"GY",60,23,133,1195,11,"4",1200,"A","HV","Turf",7,10,2015,71.44,71.550243552112
3,"G",60,34,133,1201,8,"4",1200,"C+3","HV","Turf",22,10,2015,71.54,70.342515793334
2,"G",58,44,132,1203,3,"4",1400,"B+2","ST","Turf",21,11,2015,83.59,81.9606091190589
5,"G",56,43,125,1194,2,"4",1200,"A+3","ST","Turf",27,12,2015,70.21,72.2682268485853
3,"GY",54,17,127,1206,11,"4",1200,"C+3","ST","Turf",17,1,2016,71.28,70.346747461898
4,"G",52,40,125,1221,4,"4",1400,"A","ST","Turf",21,2,2016,84.41,83.1879819844631
5,"G",50,16,121,1210,14,"4",1400,"A+3","ST","Turf",28,3,2016,82.69,83.372178133127
1,"GF",44,99,116,1080,12,"4",1200,"A+3","ST","Turf",18,1,2015,71.42,70.9581959763699
4,"GF",43,99,116,1065,12,"4",1200,"A+3","ST","Turf",3,5,2015,74.15,72.0236594123961
2,"GF",40,24,111,1121,11,"4",2000,"B+2","ST","Turf",25,1,2015,123.54,116.993484679546
1,"GF",40,5.3,133,1129,1,"5",2000,"B+2","ST","Turf",1,3,2015,124.26,117.561215756843
2,"GF",40,7.5,133,1142,9,"5",2200,"B","HV","Turf",15,4,2015,137.82,127.486132065337
1,"GF",39,19,132,1133,5,"5",2000,"A","ST","Turf",26,4,2015,125.19,118.179304158408
3,"G",38,29,133,1136,7,"5",2200,"C","ST","Turf",16,5,2015,139.23,124.760398555536
4,"GF",36,24,130,1155,10,"5",2000,"B+2","ST","Turf",14,6,2015,123.86,119.723738861641
1,"G",34,12,133,1147,7,"5",2200,"C+3","HV","Turf",24,6,2015,136.5,128.352695822159
1,"GF",36,10,130,1141,1,"5",1600,"C","ST","Turf",13,9,2015,99.09,97.4315911891161
3,"G",36,13,129,1147,4,"5",2000,"A+3","ST","Turf",14,11,2015,125.43,119.44100777896
3,"GD",34,81,127,1132,5,"5",1800,"-","ST","AWT",6,12,2015,111.73,107.783580862614
3,"G",32,99,123,1157,7,"5",1400,"A","ST","Turf",24,1,2016,85.42,83.9229439829843
3,"G",30,28,123,1149,10,"5",2000,"B+2","ST","Turf",6,2,2016,124.53,119.077951678881
2,"G",30,13,125,1166,6,"5",2200,"B","ST","Turf",1,5,2016,140.68,124.051688070348
2,"GD",30,46,123,1168,12,"5",1800,"-","ST","AWT",22,5,2016,111.57,107.441368541314
1,"GF",28,18,123,1156,10,"5",1800,"B","HV","Turf",15,6,2016,110.36,106.860205958005
4,"GF",28,50,120,1153,2,"5",1400,"A+3","ST","Turf",1,7,2016,82.45,84.0184881522734
2,"G",27,99,118,1185,12,"5",1400,"B","ST","Turf",3,9,2016,84.45,83.1403632403269
5,"GD",60,3.4,133,1081,12,"4",1200,"-","ST","AWT",4,1,2015,69.71,71.3027457306225
7,"G",61,13,115,1076,3,"3",1000,"C+3","HV","Turf",28,1,2015,58.55,61.8208251445064
6,"WF",61,3.4,117,1087,8,"3",1650,"-","ST","AWT",15,2,2015,99.57,100.697997263376
8,"G",67,97,124,1076,12,"3",1200,"B","HV","Turf",11,3,2015,70.74,71.1735008758015
3,"FT",67,12,122,1072,8,"3",1200,"-","ST","AWT",25,3,2015,69.19,70.6785113085163
7,"GF",67,56,118,1076,10,"3",1200,"C+3","HV","Turf",29,4,2015,71.52,70.6625837676506
6,"WF",66,8,121,1080,6,"3",1650,"-","ST","AWT",9,5,2015,99.2,100.686774306728
7,"GD",64,12,115,1083,10,"3",1650,"-","ST","AWT",27,5,2015,99.95,100.429312248764
8,"GD",62,8.8,115,1082,4,"3",1800,"-","ST","AWT",7,6,2015,110.17,107.599177299163
9,"GF",60,53,131,1079,3,"4",1200,"A","ST","Turf",1,7,2015,69.81,72.0668747188713
6,"GD",58,16,131,1074,5,"4",1650,"-","ST","AWT",19,9,2015,100.7,100.903646557227
6,"WS",58,19,131,1094,7,"4",1650,"-","ST","AWT",4,10,2015,102.27,101.199262781486
4,"GD",56,12,127,1098,3,"4",1650,"-","ST","AWT",8,11,2015,99.5,101.254191354193
5,"GD",55,2.8,128,1097,1,"4",1200,"-","ST","AWT",6,12,2015,70.13,71.3013134179592
5,"GD",55,4.1,128,1116,3,"4",1200,"-","ST","AWT",6,2,2016,68.79,71.3155615522822
4,"GD",65,9.6,120,1121,1,"3",1200,"-","ST","AWT",28,2,2016,69.36,70.6083549004536
8,"GD",65,14,119,1085,2,"3",1200,"-","ST","AWT",7,5,2016,68.76,70.5871916375289
7,"FT",65,8.1,122,1092,4,"3",1200,"-","ST","AWT",5,6,2016,68.51,70.5275392583982
7,"WF",65,5.1,118,1088,1,"3",1650,"-","ST","AWT",12,6,2016,99.66,100.419797904533
10,"GD",71,12,124,1098,4,"3",1650,"-","ST","AWT",1,7,2016,99.5,99.7925230697614
5,"GF",46,6.7,119,1086,8,"4",1400,"C","ST","Turf",1,1,2015,82.99,83.127765161868
3,"G",46,9.3,119,1095,11,"4",1650,"C","HV","Turf",21,1,2015,101.58,101.391868071447
3,"GF",45,15,118,1086,6,"4",1400,"A+3","ST","Turf",7,6,2015,83.02,81.7951462126564
5,"GF",43,5.6,117,1081,7,"4",1650,"C","HV","Turf",17,6,2015,101.23,102.420002344879
4,"GF",41,31,115,1078,12,"4",1400,"A+3","ST","Turf",5,7,2015,83.62,82.8102907096146
4,"G",38,3.7,131,1070,1,"5",1400,"B","ST","Turf",6,9,2015,83.64,83.7410972750159
6,"G",44,15,118,1075,12,"4",1400,"A","ST","Turf",28,9,2015,83.59,83.3479101687757
5,"GF",44,14,117,1069,2,"4",1400,"A","ST","Turf",25,10,2015,83.88,83.0633435248227
4,"Y",44,12,117,1082,4,"4",1650,"A","HV","Turf",9,12,2015,103.94,102.884648300505
4,"G",43,39,117,1093,9,"4",1650,"A","HV","Turf",6,1,2016,101.81,102.290724735823
3,"G",41,99,114,1121,8,"4",1000,"A","HV","Turf",3,2,2016,58.53,61.9958970009069
2,"G",40,5.3,125,1104,7,"5",1400,"A","ST","Turf",21,2,2016,84.05,83.3187020173663
1,"G",38,6.9,131,1088,5,"5",1400,"A","ST","Turf",20,3,2016,83.99,82.5250972636044
1,"G",36,7.2,129,1069,12,"5",1400,"C+3","ST","Turf",14,5,2016,83.26,82.5434044884313
3,"Y",34,11,128,1078,7,"5",1400,"C","ST","Turf",12,6,2016,87.98,84.0704433122805
1,"GF",32,82,125,1082,7,"5",1200,"B+2","ST","Turf",10,7,2016,69.87,72.9225235187342
2,"G",30,10,123,1074,5,"5",1400,"B","ST","Turf",3,9,2016,83.43,83.1339472484408
3,"GF",30,16,123,1094,5,"5",1400,"A","ST","Turf",25,9,2016,83.04,83.2193417818705
10,"GF",87,5.2,120,1060,6,"2",1800,"A+3","ST","Turf",18,1,2015,109.16,106.666682322194
5,"G",85,9.8,120,1075,10,"2",2000,"A","ST","Turf",15,2,2015,123.83,120.022053520233
6,"GF",84,11,120,1077,9,"2",1600,"C+3","ST","Turf",8,3,2015,95.82,98.1144558146023
10,"GF",82,9.4,119,1084,5,"2",1400,"A","ST","Turf",31,5,2015,82.41,81.9658440507569
4,"G",52,6.9,125,1112,6,"4",1650,"A","HV","Turf",7,1,2015,101.06,102.22191382279
6,"G",57,9.5,132,1121,7,"4",1650,"A","HV","Turf",4,2,2015,101.79,102.24656863575
3,"G",58,5.4,124,1124,12,"4",1650,"B","HV","Turf",11,3,2015,101.35,101.382440590518
6,"G",59,28,127,1130,10,"4",1600,"A+3","ST","Turf",29,3,2015,96.69,98.6691705463595
3,"GF",59,5.4,128,1114,6,"4",1650,"C","HV","Turf",22,4,2015,100.75,101.096695050192
4,"GF",59,12,122,1115,2,"4",1400,"B+2","ST","Turf",9,5,2015,82.68,82.8925221916006
4,"GF",58,6.1,131,1106,5,"4",1650,"B","HV","Turf",10,6,2015,100.34,102.06529101453
8,"FT",65,20,119,1116,5,"3",1650,"-","ST","AWT",5,7,2015,99.08,100.326145336244
7,"GD",65,42,122,1127,1,"3",1200,"-","ST","AWT",13,9,2015,69.91,70.8025896630202
8,"GY",65,17,118,1124,5,"3",1650,"A","HV","Turf",7,10,2015,101.7,101.725786239183
5,"G",64,10,116,1124,5,"3",1650,"C+3","HV","Turf",22,10,2015,101.67,101.510955056278
9,"G",64,24,120,1122,9,"3",1800,"B","HV","Turf",11,11,2015,110.46,107.416450748104
7,"G",65,4.7,120,1143,3,"3",1650,"B","HV","Turf",16,12,2015,101.31,101.471303262801
7,"G",65,5.2,119,1133,7,"3",1650,"C","HV","Turf",23,12,2015,102.91,101.388660211931
6,"GY",64,6.8,119,1160,7,"3",1650,"C","HV","Turf",20,1,2016,102.01,101.809587851471
10,"G",62,99,117,1161,2,"3",1400,"C","ST","Turf",10,2,2016,84.52,83.0283503839144
11,"G",60,99,103,1175,14,"3",1400,"C","ST","Turf",6,3,2016,82.66,83.1254991817653
6,"G",61,13,115,1182,4,"3",1650,"C+3","HV","Turf",31,3,2016,100.95,101.959673290393
9,"GY",61,59,116,1181,3,"3",1650,"A","HV","Turf",13,4,2016,101.63,101.655324938226
6,"G",59,14,132,1181,10,"4",1650,"A","HV","Turf",11,5,2016,101.7,102.098147479046
6,"G",57,5.6,123,1187,3,"4",1650,"A","HV","Turf",9,6,2016,102.16,101.961375839695
5,"GF",59,4.9,125,1171,6,"4",1650,"C","HV","Turf",22,6,2016,100.79,101.988261257883
3,"GF",51,99,122,971,3,"4",1400,"C","ST","Turf",1,2,2015,84.61,82.4022190632281
2,"G",47,99,118,959,4,"4S",1200,"A","HV","Turf",4,3,2015,71.02,72.2621897666644
4,"GD",44,99,117,965,10,"4",1200,"-","ST","AWT",12,4,2015,71.83,72.7384951619412
5,"G",41,68,112,967,7,"4",1650,"C+3","HV","Turf",24,6,2015,101.6,102.955481550095
2,"GF",38,50,126,953,6,"5",1600,"A+3","ST","Turf",5,7,2015,96.98,97.9677742528024
1,"GF",32,28,126,902,5,"5",1600,"C","ST","Turf",13,9,2015,96.64,97.9673675282234
1,"WS",31,66,124,905,14,"5",1650,"-","ST","AWT",4,10,2015,101.55,100.724234456444
1,"G",36,11,131,921,2,"5",1800,"A","HV","Turf",1,11,2015,115.51,108.800151011556
1,"GD",36,12,129,916,12,"5",1650,"-","ST","AWT",18,11,2015,99.59,100.972355396083
3,"GD",36,32,129,930,10,"5",1800,"-","ST","AWT",6,12,2015,111.44,107.768766877
2,"GD",35,13,128,926,3,"5",1650,"-","ST","AWT",9,1,2016,100.49,101.125385794657
1,"WS",33,16,127,946,9,"5",1800,"-","ST","AWT",24,1,2016,113.4,107.35966013804
1,"GD",32,8.7,127,922,9,"5",1650,"-","ST","AWT",14,2,2016,100.06,100.969281187824
4,"G",30,15,123,926,4,"5",1650,"B","HV","Turf",16,3,2016,102.8,103.394684168098
2,"GD",29,15,124,929,14,"5",1800,"-","ST","AWT",6,4,2016,112.16,107.949943694248
1,"GD",27,7.7,122,923,1,"5",1650,"-","ST","AWT",16,4,2016,99.92,100.869683282776
2,"GD",28,4.1,121,924,8,"5",1800,"-","ST","AWT",22,5,2016,109.32,107.938739104808
1,"GD",39,2.2,132,915,6,"5",1800,"-","ST","AWT",26,6,2016,111.33,107.175013030668
2,"GF",39,10,125,914,5,"5",1800,"B+2","ST","Turf",10,7,2016,109.4,106.968421942914
1,"GD",39,8.2,132,935,6,"5",1650,"-","ST","AWT",18,9,2016,102.45,100.732198277112
5,"G",48,99,123,1195,9,"4S",1650,"B","HV","Turf",14,1,2015,102.64,101.751350809411
2,"GF",45,21,118,1185,12,"4",1650,"B","HV","Turf",11,2,2015,101.66,100.78939021627
2,"GD",42,10,115,1181,3,"4",1200,"-","ST","AWT",1,3,2015,69.78,71.1626350501773
3,"GD",40,33,113,1184,12,"4",1650,"-","ST","AWT",8,3,2015,100.62,99.9468541301514
2,"G",37,17,125,1187,8,"5",1200,"A+3","ST","Turf",29,3,2015,71.26,73.1455589037722
2,"G",34,15,128,1182,10,"5",1200,"C","ST","Turf",12,4,2015,70.98,72.766882442998
1,"GF",31,21,124,1172,7,"5",1200,"A","HV","Turf",3,6,2015,70.91,71.6338327527599
2,"GF",28,13,121,1183,1,"5",1400,"A","ST","Turf",1,7,2015,83.64,82.9121958535294
6,"FT",68,4.2,121,1172,5,"3",1800,"-","ST","AWT",25,1,2015,108.96,107.246933131803
9,"GF",68,7.3,121,1168,12,"3",1800,"A","HV","Turf",1,4,2015,108.7,107.332425397696
7,"G",67,3.4,118,1159,1,"3",2200,"C","ST","Turf",12,4,2015,136.22,125.606025556531
6,"GF",67,9.9,118,1163,8,"3",2200,"A","HV","Turf",6,5,2015,136.39,129.449775609042
3,"GF",66,12,118,1159,14,"3",2000,"A","ST","Turf",31,5,2015,122.31,117.637519127384
9,"GF",64,6.2,115,1162,9,"3",1800,"C+3","ST","Turf",27,6,2015,107.87,107.276249759191
10,"G",64,44,116,1190,1,"3",1400,"B","ST","Turf",6,9,2015,83.42,82.8213583932453
2,"G",64,4.5,115,1177,8,"3",1800,"A+3","ST","Turf",1,10,2015,108.96,105.432082705657
3,"GF",63,5.7,114,1172,6,"3",2000,"A","ST","Turf",25,10,2015,122.83,116.874305171979
7,"G",61,8.4,115,1176,4,"3",1650,"A","HV","Turf",1,11,2015,101.11,101.208846244211
6,"G",66,6.4,119,1179,7,"3",2200,"C+3","HV","Turf",2,12,2015,137.57,128.264392481416
8,"G",62,17,118,1044,7,"3",1650,"C+3","HV","Turf",28,1,2015,102,101.962353301796
5,"G",60,14,133,1040,5,"4",1650,"C","HV","Turf",25,2,2015,102.18,102.533396167379
3,"G",60,8.2,133,1036,11,"4",1650,"B","HV","Turf",11,3,2015,101.87,101.375517307386
3,"GF",58,19,131,1050,11,"4",1650,"A","HV","Turf",1,4,2015,101.58,100.70666993213
5,"GF",56,13,131,1041,1,"4S",1650,"C","HV","Turf",22,4,2015,101.85,101.930283681694
5,"GF",54,28,117,1039,7,"4",1600,"A+3","ST","Turf",3,5,2015,96.48,98.8230254104258
2,"GD",52,13,125,1052,9,"4",1650,"-","ST","AWT",27,5,2015,99.62,99.9309291928982
4,"GD",53,14,128,1022,11,"4",1650,"-","ST","AWT",21,6,2015,98.74,101.256501862254
6,"GD",53,7.5,126,1012,7,"4",1650,"-","ST","AWT",1,7,2015,98.07,100.954297851735
6,"GD",59,9,132,1016,8,"4",1650,"-","ST","AWT",19,9,2015,100.38,100.879019282895
3,"GY",59,5.2,132,1012,9,"4",1650,"A","HV","Turf",7,10,2015,102,101.510428941516
4,"G",59,6.4,132,1017,1,"4",1650,"C+3","HV","Turf",22,10,2015,102.99,102.613607085686
